Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S150215184,Australasian Gannet,Morus serrator,7253,1,AU-VIC,Mornington Peninsula,L2550141,Mornington Peninsula National Park--Fingal Beach,-38.47111,144.88088,2018-06-22,,eBird - Casual Observation,,0,,,,,,,
S150215847,Sooty Oystercatcher,Haematopus fuliginosus,5739,2,AU-VIC,Mornington Peninsula,L2550141,Mornington Peninsula National Park--Fingal Beach,-38.47111,144.88088,2018-06-23,,eBird - Casual Observation,,0,,,,,,,
S150215847,Black-faced Cormorant,Phalacrocorax fuscescens,7335,4,AU-VIC,Mornington Peninsula,L2550141,Mornington Peninsula National Park--Fingal Beach,-38.47111,144.88088,2018-06-23,,eBird - Casual Observation,,0,,,,,,,
S150215847,White-faced Heron,Egretta novaehollandiae,7573,1,AU-VIC,Mornington Peninsula,L2550141,Mornington Peninsula National Park--Fingal Beach,-38.47111,144.88088,2018-06-23,,eBird - Casual Observation,,0,,,,,,,
S150215847,Willie-wagtail,Rhipidura leucophrys,20050,1,AU-VIC,Mornington Peninsula,L2550141,Mornington Peninsula National Park--Fingal Beach,-38.47111,144.88088,2018-06-23,,eBird - Casual Observation,,0,,,,,,,
S150216434,Common Bronzewing,Phaps chalcoptera,2169,6,AU-VIC,Mornington Peninsula,L2550173,"Long Point Rd, Cape Schanck",-38.45827,144.91068,2018-06-24,,eBird - Casual Observation,,0,,,,,,,
S150216434,Crimson Rosella,Platycercus elegans,12362,2,AU-VIC,Mornington Peninsula,L2550173,"Long Point Rd, Cape Schanck",-38.45827,144.91068,2018-06-24,,eBird - Casual Observation,,0,,,,,,,
S150216434,Eastern Rosella,Platycercus eximius,12374,1,AU-VIC,Mornington Peninsula,L2550173,"Long Point Rd, Cape Schanck",-38.45827,144.91068,2018-06-24,,eBird - Casual Observation,,0,,,,,,,
S150216434,Eastern Yellow Robin,Eopsaltria australis,21637,1,AU-VIC,Mornington Peninsula,L2550173,"Long Point Rd, Cape Schanck",-38.45827,144.91068,2018-06-24,,eBird - Casual Observation,,0,,,,,,,
S147511375,Eastern Spinebill,Acanthorhynchus tenuirostris,17524,1,AU-VIC,Darebin,L7860810,"Hutton Street, Thornbury, Victoria, AU",-37.7550051,144.9902195,2018-07-22,,eBird - Casual Observation,,0,,,,,,,
S147510966,Common Loon,Gavia immer,6854,2,US-ME,Hancock,L7529952,Beech Hill Pond,44.6933974,-68.4514023,2018-08-12,,eBird - Casual Observation,,0,,,,,,,
S147501616,Canada Goose,Branta canadensis,330,6,US-MA,Suffolk,L10970955,Ramler Park,42.3424994,-71.1006911,2018-08-21,,eBird - Casual Observation,,0,,,,,,,
S48068712,Eastern Spinebill,Acanthorhynchus tenuirostris,17524,1,AU-VIC,Darebin,L7860810,"Hutton Street, Thornbury, Victoria, AU",-37.7550051,144.9902195,2018-08-26,08:09 AM,eBird - Stationary Count,2,1,,,1,,,,
S147490707,Tawny Frogmouth,Podargus strigoides,3715,1,AU-VIC,Darebin,L7860810,"Hutton Street, Thornbury, Victoria, AU",-37.7550051,144.9902195,2018-09-29,,eBird - Casual Observation,,0,,,,,,,
S147490632,Silver Gull,Chroicocephalus novaehollandiae,6398,1,AU-VIC,Hobsons Bay,L26497793,"Williamstown, VIC",-37.862353,144.908196,2018-10-13,,eBird - Casual Observation,,0,,,,,,,
S147796641,Tawny Frogmouth,Podargus strigoides,3715,2,AU-VIC,Darebin,L7860810,"Hutton Street, Thornbury, Victoria, AU",-37.7550051,144.9902195,2018-12-23,,eBird - Casual Observation,,0,,,,,,,
S147796931,Maned Duck,Chenonetta jubata,445,X,AU-VIC,Darebin,L2552484,Darebin Parklands,-37.7737847,145.0337148,2019-01-02,,eBird - Casual Observation,,0,,,,,,,
S147796931,Pacific Black Duck,Anas superciliosa,514,X,AU-VIC,Darebin,L2552484,Darebin Parklands,-37.7737847,145.0337148,2019-01-02,,eBird - Casual Observation,,0,,,,,,,
S147796931,Chestnut Teal,Anas castanea,617,X,AU-VIC,Darebin,L2552484,Darebin Parklands,-37.7737847,145.0337148,2019-01-02,,eBird - Casual Observation,,0,,,,,,,
S147796931,Dusky Moorhen,Gallinula tenebrosa,5421,X,AU-VIC,Darebin,L2552484,Darebin Parklands,-37.7737847,145.0337148,2019-01-02,,eBird - Casual Observation,,0,,,,,,,
S147796931,Eurasian Coot,Fulica atra,5430,X,AU-VIC,Darebin,L2552484,Darebin Parklands,-37.7737847,145.0337148,2019-01-02,,eBird - Casual Observation,,0,,,,,,,
S147796580,Little Corella,Cacatua sanguinea,12072,1,AU-VIC,Darebin,L7860810,"Hutton Street, Thornbury, Victoria, AU",-37.7550051,144.9902195,2019-01-18,,eBird - Casual Observation,,0,,,,,,,
S147796422,Silver Gull,Chroicocephalus novaehollandiae,6398,X,AU-VIC,Bayside,L2548650,Half Moon Bay,-37.96944,145.00972,2019-02-17,,eBird - Casual Observation,,0,,,,,,,
S153357822,New Holland Honeyeater,Phylidonyris novaehollandiae,17918,1,AU-VIC,Greater Geelong,L4013486,Ocean Grove Park,-38.2654,144.52394,2019-02-22,,eBird - Casual Observation,,0,,,,,,,
S203421901,Silver Gull,Chroicocephalus novaehollandiae,6398,10,AU-VIC,Greater Geelong,L3962590,Ocean Grove Spit at Barwon River Mouth,-38.2831426,144.4977334,2019-02-23,,eBird - Casual Observation,,0,,,,,,,
S203421901,Great Crested Tern,Thalasseus bergii,6717,20,AU-VIC,Greater Geelong,L3962590,Ocean Grove Spit at Barwon River Mouth,-38.2831426,144.4977334,2019-02-23,,eBird - Casual Observation,,0,,,,,,,
S203422070,Australian Pelican,Pelecanus conspicillatus,7706,2,AU-VIC,Greater Geelong,L2918487,Ocean Grove Boat Ramp,-38.26316,144.50919,2019-02-23,,eBird - Casual Observation,,0,,,,,,,
S203422443,Australian Magpie,Gymnorhina tibicen,19572,1,AU-VIC,Greater Geelong,L2548954,Ocean Grove Nature Reserve,-38.2466655,144.5287393,2019-02-24,,eBird - Casual Observation,,0,,,,,,,
S203422443,Gray Fantail,Rhipidura albiscapa,20165,1,AU-VIC,Greater Geelong,L2548954,Ocean Grove Nature Reserve,-38.2466655,144.5287393,2019-02-24,,eBird - Casual Observation,,0,,,,,,,
S153266599,Eurasian Hobby,Falco subbuteo,11958,1,GB-ENG,London,L1236726,Walthamstow Marshes SSSI,51.5693585,-0.0509191,2019-04-21,,eBird - Casual Observation,,0,,,,,,,
S204662631,Mute Swan,Cygnus olor,365,6,DK-84,,L1149182,Sortedamssøen,55.6892823,12.5674152,2019-04-26,,eBird - Casual Observation,,0,,,,,,,
S204662473,European Herring Gull,Larus argentatus,6478,1,DK-84,,L14367281,Nyhavn,55.6804367,12.5882415,2019-04-26,,eBird - Casual Observation,,0,,,,,,,
S204662473,Hooded Crow,Corvus cornix,21354,1,DK-84,,L14367281,Nyhavn,55.6804367,12.5882415,2019-04-26,,eBird - Casual Observation,,0,,,,,,,
S204662697,Great Tit,Parus major,21951,1,DK-84,,L4681164,Assistens Kirkegard,55.69077,12.549305,2019-04-26,,eBird - Casual Observation,,0,,,,,,,
S204665482,Mallard,Anas platyrhynchos,525,2,DK-84,,L10734266,Tivoli,55.6737922,12.5684624,2019-04-28,,eBird - Casual Observation,,0,,,,,,,
S204665273,Tufted Duck,Aythya fuligula,662,1,DK-84,,L1322454,Helsingør--Kronborg Slot,56.0385823,12.6196861,2019-04-28,,eBird - Casual Observation,,0,,,,,,,
S204665482,Eurasian Moorhen,Gallinula chloropus,5405,1,DK-84,,L10734266,Tivoli,55.6737922,12.5684624,2019-04-28,,eBird - Casual Observation,,0,,,,,,,
S204665482,Black-headed Gull,Chroicocephalus ridibundus,6409,1,DK-84,,L10734266,Tivoli,55.6737922,12.5684624,2019-04-28,,eBird - Casual Observation,,0,,,,,,,
S204665273,European Herring Gull,Larus argentatus,6478,1,DK-84,,L1322454,Helsingør--Kronborg Slot,56.0385823,12.6196861,2019-04-28,,eBird - Casual Observation,,0,,,,,,,
S204665759,Eurasian Magpie,Pica pica,21243,1,DK-84,,L9728635,Bispebjerg Kirkegård,55.7145013,12.5263341,2019-04-29,,eBird - Casual Observation,,0,,,,,,,
S204666078,Mute Swan,Cygnus olor,365,1,DK-84,,L6807918,Christiania,55.674971,12.6052666,2019-04-30,,eBird - Casual Observation,,0,,,,,,,
S204665994,Mallard,Anas platyrhynchos,525,2,DK-84,,L4946434,Kongens Have,55.6850374,12.5788441,2019-04-30,,eBird - Casual Observation,,0,,,,,,,
S204666395,Eurasian Coot,Fulica atra,5430,1,NL-NH,,L17931820,Amsterdam Noord,52.3826933,4.9030806,2019-04-30,,eBird - Casual Observation,,0,,,,,,,
S204665994,Eurasian Blackbird,Turdus merula,28232,1,DK-84,,L4946434,Kongens Have,55.6850374,12.5788441,2019-04-30,,eBird - Casual Observation,,0,,,,,,,
S147796212,Graylag Goose,Anser anser,264,25,NL-NH,,L26695322,"Amsterdam-Noord, NL",52.413234,4.902486,2019-05-02,,eBird - Casual Observation,,0,,,,,,,
S147796212,Mallard,Anas platyrhynchos,525,2,NL-NH,,L26695322,"Amsterdam-Noord, NL",52.413234,4.902486,2019-05-02,,eBird - Casual Observation,,0,,,,,,,
S147795538,Great Crested Grebe,Podiceps cristatus,6793,1,NL-NH,,L7961965,Kalverpolder,52.4779655,4.8183401,2019-05-02,,eBird - Casual Observation,,0,,,,,,,
S153268799,Graylag Goose,Anser anser,264,10,GB-ENG,London,L956644,Kew Royal Botanic Gardens,51.4787636,-0.2956009,2019-05-07,,eBird - Casual Observation,,0,,,,,,,
S153268799,Canada Goose,Branta canadensis,330,10,GB-ENG,London,L956644,Kew Royal Botanic Gardens,51.4787636,-0.2956009,2019-05-07,,eBird - Casual Observation,,0,,,,,,,
S153268799,Rock Pigeon,Columba livia,1817,6,GB-ENG,London,L956644,Kew Royal Botanic Gardens,51.4787636,-0.2956009,2019-05-07,,eBird - Casual Observation,,0,,,,,,,
S153268799,Little Egret,Egretta garzetta,7562,2,GB-ENG,London,L956644,Kew Royal Botanic Gardens,51.4787636,-0.2956009,2019-05-07,,eBird - Casual Observation,,0,,,,,,,
S153268799,Eurasian Jackdaw,Coloeus monedula,21290,1,GB-ENG,London,L956644,Kew Royal Botanic Gardens,51.4787636,-0.2956009,2019-05-07,,eBird - Casual Observation,,0,,,,,,,
S153267343,European Robin,Erithacus rubecula,28986,1,GB-ENG,London,L27722528,"Clapham, UK",51.468737,-0.1352346,2019-05-07,,eBird - Casual Observation,,0,,,,,,,
S153275161,Mute Swan,Cygnus olor,365,1,GB-ENG,London,L945563,"St James's Park (do not list Barnacle Goose, Shelduck and other captive birds)",51.5031329,-0.1338959,2019-05-08,,eBird - Casual Observation,,0,,,,,,,
S153275161,Mallard,Anas platyrhynchos,525,4,GB-ENG,London,L945563,"St James's Park (do not list Barnacle Goose, Shelduck and other captive birds)",51.5031329,-0.1338959,2019-05-08,,eBird - Casual Observation,,0,,,,,,,
S153275161,Red-crested Pochard,Netta rufina,635,2,GB-ENG,London,L945563,"St James's Park (do not list Barnacle Goose, Shelduck and other captive birds)",51.5031329,-0.1338959,2019-05-08,,eBird - Casual Observation,,0,,,,,,,
S153275161,Common Pochard,Aythya ferina,645,4,GB-ENG,London,L945563,"St James's Park (do not list Barnacle Goose, Shelduck and other captive birds)",51.5031329,-0.1338959,2019-05-08,,eBird - Casual Observation,,0,,,,,,,
S153275161,Rock Pigeon,Columba livia,1817,13,GB-ENG,London,L945563,"St James's Park (do not list Barnacle Goose, Shelduck and other captive birds)",51.5031329,-0.1338959,2019-05-08,,eBird - Casual Observation,,0,,,,,,,
S153286732,Mute Swan,Cygnus olor,365,1,GB-ENG,Cumbria,L5131652,Coniston Water--North End,54.3719186,-3.0547657,2019-05-10,,eBird - Casual Observation,,0,,,,,,,
S153286732,Mallard,Anas platyrhynchos,525,2,GB-ENG,Cumbria,L5131652,Coniston Water--North End,54.3719186,-3.0547657,2019-05-10,,eBird - Casual Observation,,0,,,,,,,
S153286732,Common Merganser,Mergus merganser,737,2,GB-ENG,Cumbria,L5131652,Coniston Water--North End,54.3719186,-3.0547657,2019-05-10,,eBird - Casual Observation,,0,,,,,,,
S153286732,Red-breasted Merganser,Mergus serrator,745,1,GB-ENG,Cumbria,L5131652,Coniston Water--North End,54.3719186,-3.0547657,2019-05-10,,eBird - Casual Observation,,0,,,,,,,
S153287416,Barn Swallow,Hirundo rustica,23957,1,GB-ENG,Cumbria,L27726266,"Broughton Mills, UK",54.3060145,-3.1943279,2019-05-11,,eBird - Casual Observation,,0,,,,,,,
S204652920,Brant,Branta bernicla,302,10,GB-ENG,Northumberland,L8087774,"Holy Island--Village, Heugh and Harbour area",55.6702253,-1.8000461,2019-05-15,,eBird - Casual Observation,,0,,,,,,,
S204653140,goose sp.,Anatidae (goose sp.),401,2,GB-ENG,Northumberland,L38466820,"Wooler Hostel, UK",55.543852,-2.0142194,2019-05-15,,eBird - Casual Observation,,0,,,,,,,
S204652920,Mallard,Anas platyrhynchos,525,10,GB-ENG,Northumberland,L8087774,"Holy Island--Village, Heugh and Harbour area",55.6702253,-1.8000461,2019-05-15,,eBird - Casual Observation,,0,,,,,,,
S204652831,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1832,2,GB-ENG,Northumberland,L8879981,Holy Island--The Lough,55.6792176,-1.7828792,2019-05-15,,eBird - Casual Observation,,0,,,,,,,
S204640663,Great Black-backed Gull,Larus marinus,6494,1,GB-ENG,Northumberland,L4654556,Lindisfarne NNR--Causeway,55.6799404,-1.8606591,2019-05-15,,eBird - Casual Observation,,0,,,,,,,
S204652831,Barn Swallow,Hirundo rustica,23957,5,GB-ENG,Northumberland,L8879981,Holy Island--The Lough,55.6792176,-1.7828792,2019-05-15,,eBird - Casual Observation,,0,,,,,,,
S204652831,Meadow Pipit,Anthus pratensis,31575,1,GB-ENG,Northumberland,L8879981,Holy Island--The Lough,55.6792176,-1.7828792,2019-05-15,,eBird - Casual Observation,,0,,,,,,,
S204656673,Common Wood-Pigeon,Columba palumbus,1849,1,GB-ENG,Northumberland,L38467662,"Chain Bridge Honey Farm, UK",55.7502674,-2.1042252,2019-05-17,,eBird - Casual Observation,,0,,,,,,,
S204654569,Razorbill,Alca torda,6347,50,GB-SCT,Scottish Borders,L33883192,St Abbs Harbour and Town,55.8987359,-2.129337,2019-05-17,,eBird - Casual Observation,,0,,,,,,,
S204657449,European Herring Gull,Larus argentatus,6478,5,GB-SCT,Scottish Borders,L38467846,"Eyemouth Beach, UK",55.8731199,-2.0898056,2019-05-17,,eBird - Casual Observation,,0,,,,,,,
S204654569,European Herring Gull,Larus argentatus,6478,20,GB-SCT,Scottish Borders,L33883192,St Abbs Harbour and Town,55.8987359,-2.129337,2019-05-17,,eBird - Casual Observation,,0,,,,,,,
S147449949,Crested Pigeon,Ocyphaps lophotes,2175,1,AU-VIC,Darebin,L7860810,"Hutton Street, Thornbury, Victoria, AU",-37.7550051,144.9902195,2019-05-26,,eBird - Casual Observation,,0,,,,,,,
S147449949,Tawny Frogmouth,Podargus strigoides,3715,2,AU-VIC,Darebin,L7860810,"Hutton Street, Thornbury, Victoria, AU",-37.7550051,144.9902195,2019-05-26,,eBird - Casual Observation,,0,,,,,,,
S147797137,Rainbow Lorikeet,Trichoglossus moluccanus,12562,1,AU-VIC,Darebin,L7860810,"Hutton Street, Thornbury, Victoria, AU",-37.7550051,144.9902195,2019-06-08,,eBird - Casual Observation,,0,,,,,,,
S147797137,Pied Currawong,Strepera graculina,19586,1,AU-VIC,Darebin,L7860810,"Hutton Street, Thornbury, Victoria, AU",-37.7550051,144.9902195,2019-06-08,,eBird - Casual Observation,,0,,,,,,,
S152881974,Canada Goose,Branta canadensis,330,25,GB-ENG,Cambridgeshire,L10530090,King's College Chapel Meadow,52.2043099,0.1151332,2019-07-01,,eBird - Casual Observation,,0,,,,,,,
S152881974,Carrion Crow,Corvus corone,21351,2,GB-ENG,Cambridgeshire,L10530090,King's College Chapel Meadow,52.2043099,0.1151332,2019-07-01,,eBird - Casual Observation,,0,,,,,,,
S152882919,Mistle Thrush,Turdus viscivorus,28177,2,GB-ENG,Cambridgeshire,L27650398,"Homerton College, Cambridge, UK",52.1844015,0.1328649,2019-07-02,,eBird - Casual Observation,,0,,,,,,,
S149657628,Splendid Fairywren,Malurus splendens,17484,1,AU-WA,Joondalup,L1782029,Ocean Reef Boat Harbour,-31.7615512,115.7280653,2019-08-27,,eBird - Casual Observation,,0,,,,,,,
S149657628,Singing Honeyeater,Gavicalis virescens,17695,1,AU-WA,Joondalup,L1782029,Ocean Reef Boat Harbour,-31.7615512,115.7280653,2019-08-27,,eBird - Casual Observation,,0,,,,,,,
S155056705,Little Corella,Cacatua sanguinea,12072,1,AU-VIC,Northern Grampians,L11129325,Gramipans National Park--Pinnacle Lookout,-37.1601113,142.5152493,2019-09-13,,eBird - Casual Observation,,0,,,,,,,
S155056588,Sulphur-crested Cockatoo,Cacatua galerita,12095,1,AU-VIC,Northern Grampians,L2551914,"D'Alton's Resort, Halls Gap (restricted access)",-37.14558,142.51867,2019-09-13,,eBird - Casual Observation,,0,,,,,,,
S155056588,Crimson Rosella,Platycercus elegans,12362,2,AU-VIC,Northern Grampians,L2551914,"D'Alton's Resort, Halls Gap (restricted access)",-37.14558,142.51867,2019-09-13,,eBird - Casual Observation,,0,,,,,,,
S155056705,Crimson Rosella,Platycercus elegans,12362,1,AU-VIC,Northern Grampians,L11129325,Gramipans National Park--Pinnacle Lookout,-37.1601113,142.5152493,2019-09-13,,eBird - Casual Observation,,0,,,,,,,
S155056705,White-throated Treecreeper,Cormobates leucophaea,17402,1,AU-VIC,Northern Grampians,L11129325,Gramipans National Park--Pinnacle Lookout,-37.1601113,142.5152493,2019-09-13,,eBird - Casual Observation,,0,,,,,,,
S155056705,New Holland Honeyeater,Phylidonyris novaehollandiae,17918,1,AU-VIC,Northern Grampians,L11129325,Gramipans National Park--Pinnacle Lookout,-37.1601113,142.5152493,2019-09-13,,eBird - Casual Observation,,0,,,,,,,
S155056588,Australian Magpie,Gymnorhina tibicen,19572,1,AU-VIC,Northern Grampians,L2551914,"D'Alton's Resort, Halls Gap (restricted access)",-37.14558,142.51867,2019-09-13,,eBird - Casual Observation,,0,,,,,,,
S155056705,Pied Currawong,Strepera graculina,19586,1,AU-VIC,Northern Grampians,L11129325,Gramipans National Park--Pinnacle Lookout,-37.1601113,142.5152493,2019-09-13,,eBird - Casual Observation,,0,,,,,,,
S155056234,Gang-gang Cockatoo,Callocephalon fimbriatum,12058,1,AU-VIC,Northern Grampians,L2552577,Grampians National Park--Heatherlie Quarry,-37.02393,142.49542,2019-09-14,,eBird - Casual Observation,,0,,,,,,,
S155056392,Crimson Rosella,Platycercus elegans,12362,2,AU-VIC,Northern Grampians,L2551914,"D'Alton's Resort, Halls Gap (restricted access)",-37.14558,142.51867,2019-09-14,,eBird - Casual Observation,,0,,,,,,,
S206161430,Brahminy Kite,Haliastur indus,8261,1,SG-,,L14356151,The Istana 'gardens',1.3048967,103.8440247,2019-09-30,,eBird - Casual Observation,,0,,,,,,,
S152638340,Black Swan,Cygnus atratus,367,30,AU-WA,Albany,L2542781,Little Grove--Rushy Point (Albany),-35.05833,117.8675,2019-10-19,,eBird - Casual Observation,,0,,,,,,,
S152638340,Common Sandpiper,Actitis hypoleucos,6063,4,AU-WA,Albany,L2542781,Little Grove--Rushy Point (Albany),-35.05833,117.8675,2019-10-19,,eBird - Casual Observation,,0,,,,,,,
S152638471,Pied Oystercatcher,Haematopus longirostris,5734,1,AU-WA,Denmark,L3959292,William Bay National Park--Elephant Cove,-35.0249581,117.2379613,2019-10-23,,eBird - Casual Observation,,0,,,,,,,
S152638471,White-bellied Sea-Eagle,Icthyophaga leucogaster,8280,1,AU-WA,Denmark,L3959292,William Bay National Park--Elephant Cove,-35.0249581,117.2379613,2019-10-23,,eBird - Casual Observation,,0,,,,,,,
S147444978,Australian Magpie,Gymnorhina tibicen,19572,1,AU-VIC,Darebin,L7860810,"Hutton Street, Thornbury, Victoria, AU",-37.7550051,144.9902195,2019-12-01,,eBird - Casual Observation,,0,,,,,,,
S149604566,Domestic goose sp. (Domestic type),Anser sp. (Domestic type),300,2,AU-VIC,Boroondara,L2551856,Studley Park Boathouse,-37.80111,145.00779,2019-12-05,,eBird - Casual Observation,,0,,,,,,,
S149604566,Silver Gull,Chroicocephalus novaehollandiae,6398,1,AU-VIC,Boroondara,L2551856,Studley Park Boathouse,-37.80111,145.00779,2019-12-05,,eBird - Casual Observation,,0,,,,,,,
S147438672,Rainbow Lorikeet,Trichoglossus moluccanus,12562,1,AU-VIC,Darebin,L7860810,"Hutton Street, Thornbury, Victoria, AU",-37.7550051,144.9902195,2019-12-18,,eBird - Casual Observation,,0,,,,,,,
S147438626,Red Wattlebird,Anthochaera carunculata,17681,1,AU-VIC,Darebin,L7860810,"Hutton Street, Thornbury, Victoria, AU",-37.7550051,144.9902195,2019-12-19,,eBird - Casual Observation,,0,,,,,,,
S147438542,Crimson Rosella,Platycercus elegans,12362,1,AU-VIC,Mount Alexander,L26614482,"Muckleford, VIC",-37.081437,144.167731,2019-12-31,,eBird - Casual Observation,,0,,,,,,,
S147430472,Crimson Rosella,Platycercus elegans,12362,1,AU-VIC,Mount Alexander,L26614482,"Muckleford, VIC",-37.081437,144.167731,2020-01-01,,eBird - Casual Observation,,0,,,,,,,
S147429792,Red Wattlebird,Anthochaera carunculata,17681,1,AU-VIC,Darebin,L7860810,"Hutton Street, Thornbury, Victoria, AU",-37.7550051,144.9902195,2020-01-15,,eBird - Casual Observation,,0,,,,,,,
S149609392,Silver Gull,Chroicocephalus novaehollandiae,6398,5,AU-VIC,Hobsons Bay,L7436905,Gloucester Reserve,-37.8680495,144.8858607,2020-02-01,,eBird - Casual Observation,,0,,,,,,,
S147429614,Eurasian Blackbird,Turdus merula,28232,1,AU-VIC,Darebin,L7860810,"Hutton Street, Thornbury, Victoria, AU",-37.7550051,144.9902195,2020-02-08,,eBird - Casual Observation,,0,,,,,,,
S147429390,Brown Thornbill,Acanthiza pusilla,18210,1,AU-VIC,Darebin,L7860810,"Hutton Street, Thornbury, Victoria, AU",-37.7550051,144.9902195,2020-02-15,,eBird - Casual Observation,,0,,,,,,,
S147429248,Pacific Black Duck,Anas superciliosa,514,2,AU-VIC,Darebin,L2552484,Darebin Parklands,-37.7737847,145.0337148,2020-03-01,,eBird - Casual Observation,,0,,,,,,,
S149609440,Eurasian Coot,Fulica atra,5430,10,AU-VIC,Darebin,L2552484,Darebin Parklands,-37.7737847,145.0337148,2020-04-25,,eBird - Casual Observation,,0,,,,,,,
S147428608,Australian Magpie,Gymnorhina tibicen,19572,1,AU-VIC,Darebin,L7860810,"Hutton Street, Thornbury, Victoria, AU",-37.7550051,144.9902195,2020-05-08,,eBird - Casual Observation,,0,,,,,,,
S147428515,Rainbow Lorikeet,Trichoglossus moluccanus,12562,1,AU-VIC,Darebin,L7860810,"Hutton Street, Thornbury, Victoria, AU",-37.7550051,144.9902195,2020-05-10,,eBird - Casual Observation,,0,,,,,,,
S147428359,Silver Gull,Chroicocephalus novaehollandiae,6398,2,AU-VIC,Hobsons Bay,L7436905,Gloucester Reserve,-37.8680495,144.8858607,2020-05-17,,eBird - Casual Observation,,0,,,,,,,
S147427568,Tawny Frogmouth,Podargus strigoides,3715,2,AU-VIC,Darebin,L7860810,"Hutton Street, Thornbury, Victoria, AU",-37.7550051,144.9902195,2020-08-26,,eBird - Casual Observation,,0,,,,,,,
S147427310,Tawny Frogmouth,Podargus strigoides,3715,1,AU-VIC,Darebin,L7860810,"Hutton Street, Thornbury, Victoria, AU",-37.7550051,144.9902195,2020-10-23,,eBird - Casual Observation,,0,,,,,,,
S147427310,Noisy Miner,Manorina melanocephala,17628,1,AU-VIC,Darebin,L7860810,"Hutton Street, Thornbury, Victoria, AU",-37.7550051,144.9902195,2020-10-23,,eBird - Casual Observation,,0,,,,,,,
S159986128,Sulphur-crested Cockatoo,Cacatua galerita,12095,1,AU-VIC,Hume,L1204242,Woodlands Historic Park,-37.6364743,144.8455524,2020-10-31,,eBird - Casual Observation,,0,,,,,,,
S159986128,Crimson Rosella,Platycercus elegans,12362,2,AU-VIC,Hume,L1204242,Woodlands Historic Park,-37.6364743,144.8455524,2020-10-31,,eBird - Casual Observation,,0,,,,,,,
S159986128,Eastern Rosella,Platycercus eximius,12374,1,AU-VIC,Hume,L1204242,Woodlands Historic Park,-37.6364743,144.8455524,2020-10-31,,eBird - Casual Observation,,0,,,,,,,
S159986128,Red-rumped Parrot,Psephotus haematonotus,12396,1,AU-VIC,Hume,L1204242,Woodlands Historic Park,-37.6364743,144.8455524,2020-10-31,,eBird - Casual Observation,,0,,,,,,,
S159986128,Musk Lorikeet,Trichoglossus concinnus,12526,3,AU-VIC,Hume,L1204242,Woodlands Historic Park,-37.6364743,144.8455524,2020-10-31,,eBird - Casual Observation,,0,,,,,,,
S159986128,Superb Fairywren,Malurus cyaneus,17490,2,AU-VIC,Hume,L1204242,Woodlands Historic Park,-37.6364743,144.8455524,2020-10-31,,eBird - Casual Observation,,0,,,,,,,
S147427025,Tawny Frogmouth,Podargus strigoides,3715,3,AU-VIC,Darebin,L7860810,"Hutton Street, Thornbury, Victoria, AU",-37.7550051,144.9902195,2020-11-03,,eBird - Casual Observation,,0,,,,,,,
S147426885,Tawny Frogmouth,Podargus strigoides,3715,2,AU-VIC,Darebin,L7860810,"Hutton Street, Thornbury, Victoria, AU",-37.7550051,144.9902195,2020-11-11,,eBird - Casual Observation,,0,,,,,,,
S203423055,Willie-wagtail,Rhipidura leucophrys,20050,1,AU-VIC,Murrindindi,L2301671,Toolangi State Forest--Wirrawilla Rainforest,-37.5279024,145.5192375,2020-11-15,,eBird - Casual Observation,,0,,,,,,,
S147389872,Tawny Frogmouth,Podargus strigoides,3715,2,AU-VIC,Darebin,L7860810,"Hutton Street, Thornbury, Victoria, AU",-37.7550051,144.9902195,2020-11-18,,eBird - Casual Observation,,0,,,,,,,
S152880108,Yellow-tailed Black-Cockatoo,Zanda funerea,12034,3,AU-VIC,Mornington Peninsula,L3154437,Balnarring Beach,-38.3915652,145.1371622,2021-02-28,,eBird - Casual Observation,,0,,,,,,,
S147389147,Nankeen Kestrel,Falco cenchroides,11906,2,AU-VIC,Mornington Peninsula,L2549956,Mornington Peninsula National Park--Bushrangers Bay,-38.4900907,144.9149895,2021-03-01,,eBird - Casual Observation,,0,,,,,,,
S147389147,Bassian Thrush,Zoothera lunulata,27982,1,AU-VIC,Mornington Peninsula,L2549956,Mornington Peninsula National Park--Bushrangers Bay,-38.4900907,144.9149895,2021-03-01,,eBird - Casual Observation,,0,,,,,,,
S147388382,Flame Robin,Petroica phoenicea,21545,1,AU-VIC,Mount Buller,L26605428,"Mount Buller, VIC",-37.1476,146.449774,2021-03-27,,eBird - Casual Observation,,0,,,,,,,
S147790206,Gang-gang Cockatoo,Callocephalon fimbriatum,12058,2,AU-VIC,Mount Buller,L26605428,"Mount Buller, VIC",-37.1476,146.449774,2021-03-28,,eBird - Casual Observation,,0,,,,,,,
S147790206,Flame Robin,Petroica phoenicea,21545,2,AU-VIC,Mount Buller,L26605428,"Mount Buller, VIC",-37.1476,146.449774,2021-03-28,,eBird - Casual Observation,,0,,,,,,,
S147786627,Red Wattlebird,Anthochaera carunculata,17681,1,AU-VIC,Darebin,L7860810,"Hutton Street, Thornbury, Victoria, AU",-37.7550051,144.9902195,2021-05-05,,eBird - Casual Observation,,0,,,,,,,
